editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,size,word_count,class,comment_len,Anonymous,vulgar_word_ratio,longest_Word,bad_words,articleid,articletitle,character_distribution
49178,948641527,1.1027,0.0823,0.1371,0.0649,0.0694,Dawnseeker2000,948665156,18,203977.0,17156.0,1,48,0,0.014492753623188406,176.0,0.0,33010595,Your Big Backyard,
46998,332885312,1.1623,0.0253,0.0713,0.0358,0.0371,Pburka,332915233,4,62113.0,6948.0,0,60,0,0.0,17.0,0.0,25240261,Army Cadet College,
48375,800494957,1.1316,0.0149,0.0488,0.0395,0.0411,Equinox,804538148,7,3093.0,401.0,0,10,0,0.0,22.0,0.0,8703527,Abdul Taib Mahmud,
50634,869408979,1.1231,0.0303,0.0566,0.0849,0.0927,John of Reading,878529869,157,1791.0,143.0,0,154,1,0.0,0.0,0.0,21201816,List of federal judges appointed by Gerald Ford,
47812,893267602,1.1313,0.0371,0.0683,0.075,0.0811,Larrybob,907243984,43,3959.0,429.0,0,33,0,0.0,111.0,0.0,19137,Malta,
50153,899446737,1.1264,0.0645,0.1364,0.1033,0.1152,Monkbot,903874032,0,5419.0,338.0,1,141,0,0.017543859649122806,158.0,0.0,26830,Slovakia,
47755,906555676,1.1338,0.0359,0.0727,0.0888,0.0974,Monkbot,916199698,3,9803.0,1155.0,0,160,0,0.0,74.0,0.0,21426421,Cuppacumbalong Homestead,
47043,916534739,1.0855,0.0454,0.0841,0.062,0.0661,64.180.151.198,932152988,1,20603.0,2280.0,0,14,1,0.0,10.0,0.0,3463805,Now That's What I Call Music! discography,
58492,916534739,1.0855,0.0454,0.0841,0.062,0.0661,64.180.151.198,932152988,1,20603.0,2280.0,0,14,1,0.0,10.0,0.0,166052,Osmania University,
49333,926262633,1.1104,0.022,0.0481,0.0554,0.0586,2601:1C0:4501:F800:EC3B:65E4:E490:17DC,943527263,148,15837.0,2127.0,1,10,1,0.010416666666666666,12.0,0.0,1161493,Kamelot,
46922,932522888,1.1286,0.0417,0.0866,0.0832,0.0908,Greyjoy,933153978,93,8861.0,864.0,1,19,0,0.05263157894736842,20.0,0.0,1788241,Folklife,
47234,935779300,1.1443,0.0462,0.1118,0.0776,0.0841,Walter Görlitz,935779697,75,24214.0,1516.0,1,147,1,0.008695652173913044,168.0,0.0,19086645,Nick Perry (writer),
52041,936073900,1.1404,0.0838,0.1134,0.0707,0.076,InternetArchiveBot,941825243,180,21949.0,2431.0,0,55,0,0.0,152.0,0.0,339877,Simeon I of Bulgaria,
51629,942960492,1.0839,0.052000000000000005,0.1124,0.0751,0.0812,Nealbo,947819247,11,23612.0,2759.0,0,68,0,0.0,18.0,0.0,6438548,Hythe (UK Parliament constituency),
50716,946326363,1.1435,0.0305,0.0575,0.0548,0.058,Tridwoxi,946328383,1,33449.0,4382.0,0,118,0,0.0,11.0,0.0,16587889,Ugabhoga,
47271,946395998,1.1366,0.0267,0.0467,0.0324,0.0335,125.212.186.123,947423379,39,14275.0,1688.0,1,0,1,0.0078125,17.0,0.0,20853515,Forman Hatfield,
50585,947024993,1.1243,0.0438,0.0779,0.0613,0.0653,MarnetteD,947025164,331,13016.0,1505.0,0,15,0,0.0,134.0,0.0,13672942,1986–87 Calgary Flames season,
51274,947266597,1.1071,0.1348,0.195,0.0905,0.0995,ReaperSox,947266651,7,13608.0,620.0,0,0,0,0.0,12.0,0.0,19459545,Josh Payne,
50642,947944181,1.1386,0.0788,0.1259,0.0607,0.0646,Yamaguchi先生,948733145,1,77130.0,8216.0,0,196,0,0.0,14.0,0.0,7255461,A Life of Arctic Sounds,
48684,948163813,1.12,0.0476,0.0795,0.0365,0.0379,XavierItzm,948163874,38,74734.0,8167.0,1,24,0,0.07692307692307693,72.0,0.0,345792,The Undertaker,
47011,948639788,1.1547,0.0595,0.1118,0.0627,0.0669,NeoBatfreak,948640120,47,106569.0,10703.0,0,10,0,0.0,34.0,0.0,2198226,Tonantzin Carmelo,
49531,633651731,1.1266,0.0404,0.0639,0.1317,0.1516,KasparBot,659766286,14,2084.0,250.0,0,35,0,0.0,11.0,0.0,24671782,Justin Turner,
49774,712735233,1.1237,0.0683,0.1168,0.0768,0.0831,Dcirovic,720604718,6,5200.0,507.0,0,34,0,0.0,57.0,0.0,548647,Volterra,
46555,729115701,1.1322,0.0524,0.0792,0.1093,0.1226,Greenshed,847823979,39,2907.0,105.0,0,35,0,0.0,20.0,0.0,5236988,Givebacks,
49831,825570275,1.1269,0.034,0.0866,0.0691,0.0742,WolfmanSF,907460154,0,2623.0,170.0,0,17,0,0.0,17.0,0.0,17254437,10415 Mali Lošinj,
50981,846928952,1.139,0.0464,0.1071,0.1051,0.1174,GreenC bot,853817305,28,39430.0,4472.0,0,91,1,0.0,81.0,0.0,25832,Ringo Starr,
52049,861575769,1.1334,0.0625,0.0812,0.0978,0.1084,PrimeBOT,880489540,65,4068.0,36.0,0,109,0,0.0,8.0,0.0,1833988,Budgie the Little Helicopter,
49891,895953663,1.117,0.1092,0.201,0.1293,0.1484,201.37.160.126,937072058,11,5847.0,532.0,0,12,1,0.0,5.0,0.0,1553897,415 Palatia,
50840,897363194,1.1302,0.031,0.0617,0.0403,0.042,Ahess2,897363267,6,4172.0,424.0,0,14,0,0.0,23.0,0.0,6301509,Military mascot,
50839,897363267,1.1302,0.0311,0.0607,0.0407,0.0424,Ahess2,897363351,6,4172.0,424.0,0,14,0,0.0,40.0,0.0,6301509,Military mascot,
46816,913349040,1.0967,0.0568,0.0943,0.0695,0.0746,InternetArchiveBot,914579547,25,11094.0,1371.0,0,67,0,0.0,12.0,0.0,10987438,Didier Mouron,
48153,920200083,1.135,0.0344,0.0596,0.0699,0.0751,42.111.144.41,937027840,3,5351.0,590.0,0,18,1,0.0,12.0,0.0,1009975,Survivor (band),
49544,927475392,1.1251,0.0543,0.1094,0.079,0.0858,Spacejam2,932682083,28,7064.0,700.0,0,20,0,0.0,14.0,0.0,2214448,NK Domžale,
51790,927813524,1.1428,0.013,0.0274,0.0637,0.0679,2001:56A:7582:6C00:EC19:5BCD:4960:8C9A,934502845,74,147239.0,12115.0,1,0,1,0.030303030303030307,13.0,0.0,15406,Irgun,
52043,929176584,1.1404,0.0839,0.1133,0.0707,0.0761,Sactacoman,934745131,1,21949.0,2431.0,0,20,0,0.0,133.0,0.0,339877,Simeon I of Bulgaria,
47598,934434350,1.1392,0.071,0.1082,0.0841,0.0918,Amjmfareham1,949152888,75,29009.0,3055.0,0,81,0,0.0,78.0,0.0,11039382,Sells Floto Circus,
50636,938109958,1.1469,0.0569,0.1124,0.0633,0.0675,163.230.250.203,945843395,0,20869.0,2422.0,0,0,1,0.0,13.0,0.0,9431835,"Amberley, Queensland",
48508,939861687,1.1303,0.02,0.0396,0.0475,0.0499,85.199.231.44,943880598,0,5249.0,666.0,0,0,1,0.0,14.0,0.0,14922935,The Cool Kids,
51194,940507747,1.1347,0.0428,0.0966,0.0977,0.1083,Travellin,940507828,1,19771.0,2467.0,0,13,0,0.0,12.0,0.0,20119714,Short track speed skating at the 2010 Winter Olympics,
49503,941072535,1.1401,0.0794,0.1292,0.0777,0.0843,TylerKutschbach,946748057,0,46355.0,3679.0,1,0,0,0.006896551724137931,181.0,0.0,945910,Fox games,
55268,941072535,1.1401,0.0794,0.1292,0.0777,0.0843,TylerKutschbach,946748057,0,46355.0,3679.0,1,0,0,0.006896551724137931,181.0,0.0,13464538,The Physician,
48593,944478345,1.1459,0.0467,0.0978,0.0622,0.0664,2806:109F:4:FB1C:1442:5517:79CB:9FC,947737382,1,52224.0,6050.0,0,22,1,0.0,11.0,0.0,17643665,Community Access Program,
51263,945280316,1.1406,0.0926,0.1259,0.0623,0.0664,Ich,948037688,6,27395.0,2931.0,0,30,0,0.0,20.0,0.0,16684748,Penn State Nittany Lions basketball,
47879,945325131,1.1493,0.0511,0.099,0.0662,0.0709,Steel1943,946847818,2,97995.0,11327.0,0,7,0,0.0,18.0,0.0,3307695,Formula Windsurfing,
51370,945499899,1.1379,0.0798,0.1792,0.1106,0.1243,50.26.172.216,946066683,0,80637.0,2573.0,0,0,1,0.0,7.0,0.0,2970574,Ottawa Auditorium,
49721,947089773,1.1281,0.0329,0.0799,0.0917,0.101,Kjaseel,947089932,18,4609.0,245.0,0,15,0,0.0,8.0,0.0,2373147,Trooper (rank),
49248,947687903,1.0888,0.0654,0.095,0.0849,0.0927,GRanemos1,947687934,3,15413.0,1474.0,0,25,0,0.0,12.0,0.0,912134,Jan-Michael Gambill,
49853,948261173,1.1468,0.0307,0.0541,0.0352,0.0364,Wtshymanski,948405342,120,91729.0,10986.0,0,23,0,0.0,124.0,0.0,1256944,Descent II,
49898,949102160,1.1313,0.0649,0.0981,0.0884,0.0969,Iridescent,949120389,0,52467.0,4659.0,1,77,0,0.013605442176870748,243.0,0.0,9510699,StarStruck (Philippine TV series),
50450,647275636,1.1662,0.0267,0.0533,0.1528,0.1774,Paine Ellsworth,733121938,45,26396.0,2383.0,0,20,1,0.0,9.0,0.0,1946213,Scholomance,
47541,883236957,1.1344,0.0321,0.0521,0.0693,0.0745,Ira Leviton,897255136,1,11368.0,1282.0,1,53,1,0.026490066225165563,18.0,0.0,42254,Buick,
51335,897218210,1.1175,0.0484,0.1151,0.0766,0.083,Redactyll,897224839,668,3367.0,234.0,0,172,0,0.0,84.0,0.0,560365,Marshall University,
46268,908507225,1.1387,0.0323,0.0715,0.0607,0.0646,Mcc1789,937474841,1,21682.0,2949.0,1,40,0,0.04789272030651341,58.0,0.0,545476,First Battle of Ypres,
48832,918023662,1.1346,0.0611,0.0945,0.0908,0.0999,Danimal57,919359731,1,19145.0,2760.0,0,24,0,0.0,18.0,0.0,562456,The Outsiders (novel),
48641,918792801,1.1526,0.053,0.0914,0.0972,0.1076,2001:B07:AE5:204:A0B3:E01F:4071:7E50,924022741,18,59662.0,7354.0,0,23,1,0.0,7.0,0.0,170440,Needlepoint,
51563,920672154,1.1309,0.0128,0.0562,0.0589,0.0625,Alaney2k,925041020,5,4482.0,397.0,0,104,0,0.0,19.0,0.0,160228,1973 in music,
51758,922670498,1.1201,0.0543,0.0743,0.081,0.0881,Geregen2,935110373,59,3262.0,379.0,0,12,0,0.0,0.0,0.0,2360567,Michael Essien,
47441,925027967,1.136,0.0526,0.1039,0.0573,0.0608,Edifrumpie,926959765,257,13398.0,1484.0,0,31,0,0.0,132.0,0.0,5282808,Antonella Gambotto-Burke,
50559,928989712,1.12,0.0879,0.1567,0.0774,0.0839,2806:109F:1B:BEC6:9879:484:98F3:49C,942983482,7,4386.0,391.0,0,13,1,0.0,87.0,0.0,162964,John Stamos,
46192,933576953,1.1284,0.0629,0.111,0.1268,0.1452,TheDeviantPro,933594438,9,40762.0,4235.0,0,140,0,0.0,29.0,0.0,22946471,Rue Mercière,
51269,935790100,1.1499,0.0664,0.1024,0.1293,0.1485,2601:443:380:7F20:14CE:C170:79DB:9E2B,935794147,1,24546.0,1621.0,0,13,1,0.0,1.0,0.0,3109670,Earl Barron,
49415,936068499,1.1446,0.054000000000000006,0.0847,0.053,0.056,73.222.232.195,945162771,151,28268.0,4228.0,0,22,1,0.0,11.0,0.0,931064,Yarkovsky–O'Keefe–Radzievskii–Paddack effect,
47653,939750657,1.1441,0.0538,0.0878,0.0421,0.0439,Allen Tsui,942549359,0,59992.0,7041.0,0,29,1,0.0,6.0,0.0,1042918,Brad Miller (basketball),
49896,940782524,1.1375,0.0376,0.0743,0.067,0.0718,61.216.26.1,940913639,0,54898.0,6571.0,0,0,1,0.0,84.0,0.0,9510699,StarStruck (Philippine TV series),
46641,944802803,1.117,0.033,0.0606,0.0493,0.0519,Spicemix,944803031,0,45392.0,5679.0,0,41,0,0.0,20.0,0.0,1506784,Wayne Middaugh,
49937,945019823,1.1287,0.0371,0.0619,0.0574,0.0609,Ovjeet rabha,945691275,0,14655.0,1787.0,0,31,1,0.0,12.0,0.0,366108,Summits of the Americas,
48350,945878134,1.1019,0.0507,0.086,0.0617,0.0658,ABCDE22,945878550,165,95381.0,10310.0,1,59,0,0.007352941176470587,107.0,0.0,1278124,Toyota Sequoia,
47683,948207161,1.1522,0.0717,0.1407,0.0752,0.0813,Tbhotch,948207247,19,136437.0,13411.0,0,31,0,0.0,19.0,0.0,4062958,Hillhead Jordanhill RFC,
46990,948358605,1.095,0.002,0.0393,0.1572,0.1865,Khajidha,948736065,4,252436.0,27898.0,0,32,0,0.0,19.0,0.0,14142267,New York State Armory (Poughkeepsie),
48275,411695935,1.177,0.0196,0.0392,0.26,0.3421,Steven Crossin,915477921,0,23654.0,2541.0,0,131,1,0.0,0.0,0.0,472946,HMS Impulsive (D11),
50808,490423892,1.1623,0.0847,0.1186,0.2642,0.35,The Transhumanist,838623685,0,9469.0,761.0,0,77,1,0.0,0.0,0.0,21516586,1926 Pottsville Maroons season,
47449,500188783,1.1767,0.0435,0.1304,0.5238,1.0,AvicBot,500668765,0,1484.0,71.0,0,50,0,0.0,17.0,0.0,2169392,The Contemporary Ballad Book,
48774,702198672,1.1235,0.044,0.0968,0.0778,0.0842,Nick Moyes,751885518,10,992.0,53.0,0,34,1,0.0,35.0,0.0,16911,Kajang,
47807,730445680,1.1352,0.1391,0.1541,0.1991,0.2473,Tom.Reding,735062660,44,200454.0,157.0,0,117,1,0.0,21.0,0.0,8238258,Qatar,
49193,833165319,1.1307,0.0848,0.1022,0.0775,0.0839,GreatBalfoursGhost,833165407,10,1144.0,135.0,0,24,0,0.0,21.0,0.0,5750241,Ranger's Apprentice,
47058,852284539,1.1289,0.0471,0.1093,0.1297,0.149,DeprecatedFixerBot,866421090,11,4102.0,282.0,0,376,0,0.0,9.0,0.0,22939559,American Airlines Flight 2,
47256,872153984,1.135,0.0821,0.1344,0.1257,0.1437,2605:A000:140D:4316:B124:F224:7089:6883,872154068,9,10030.0,423.0,0,0,1,0.0,13.0,0.0,810550,Glen Canyon National Recreation Area,
48093,891070766,1.1375,0.0171,0.0413,0.0344,0.0356,AnomieBOT,891073007,32,11640.0,1386.0,0,43,0,0.0,26.0,0.0,6093599,Darrell R. Lindsey,
49635,903875329,1.137,0.0626,0.0915,0.0715,0.077,2001:8003:A836:BB00:AC63:E928:6017:8EA,914148037,0,16882.0,1879.0,0,0,1,0.0,12.0,0.0,1541,April 13,
52165,905774953,1.1437,0.0397,0.0784,0.0427,0.0446,Tom.Reding,924133773,1218,29165.0,3527.0,1,59,1,0.02127659574468085,238.0,0.0,20148372,2009 Oregon Ducks football team,
47811,907243984,1.1295,0.0412,0.0736,0.0745,0.0804,Bearcat,946065872,5,3959.0,429.0,0,110,0,0.0,15.0,0.0,8238258,Qatar,
50325,912677538,1.1181,0.0203,0.0327,0.0464,0.0486,Monkbot,916772550,1,28182.0,3753.0,0,160,0,0.0,139.0,0.0,20067061,Davezilla,
51657,917649693,1.127,0.0713,0.1215,0.0793,0.0861,NatureBoyMD,917651029,12,6174.0,469.0,0,42,0,0.0,15.0,0.0,25198885,"Wormley, Hertfordshire",
48872,926621832,1.1343,0.0854,0.1311,0.07400000000000001,0.0799,81.200.82.117,935086342,55,45111.0,3943.0,0,0,1,0.0,48.0,0.0,287299,Sarcoidosis,
49296,927008867,1.1579,0.0191,0.0515,0.0499,0.0525,Sgeureka,931157407,20,86011.0,11900.0,0,134,0,0.0,11.0,0.0,175946,David Gilmour,
46901,928383716,1.0968,0.0211,0.0803,0.1841,0.2256,Lepricavark,942404656,44,5605.0,90.0,0,32,0,0.0,21.0,0.0,24360229,Military history of Asian Americans,
49993,929033151,1.1262,0.0987,0.1446,0.0857,0.0937,HickoryOughtShirt?4,929033421,1,50752.0,4555.0,0,207,1,0.0,7.0,0.0,24989316,Aircraft in fiction,
46193,931540054,1.1284,0.0612,0.1093,0.126,0.1442,2600:387:8:F:0:0:0:4C,933576953,9,40762.0,4235.0,0,0,1,0.0,26.0,0.0,22946471,Rue Mercière,
47309,933428550,1.123,0.0488,0.0916,0.0999,0.111,Starspotter,935748864,0,6358.0,615.0,0,15,0,0.0,0.0,0.0,103895,Pop art,
51985,939596356,1.1357,0.0679,0.1047,0.0692,0.0743,Jimmiefoxx,940948348,10,43172.0,4782.0,0,31,0,0.0,57.0,0.0,2518539,Marshawn Lynch,
46854,941618047,1.1145,0.0585,0.1258,0.0508,0.0536,Ferret,941619325,22,110958.0,12970.0,0,150,0,0.0,9.0,0.0,9650328,Joe Smith (pitcher),
48122,941618047,1.1145,0.0585,0.1258,0.0508,0.0536,Ferret,941619325,22,110958.0,12970.0,0,150,0,0.0,9.0,0.0,15434402,We Sing. We Dance. We Steal Things.,
47723,946861631,1.1574,0.0356,0.063,0.0449,0.047,The Eloquent Peasant,946861732,30,40263.0,4623.0,0,250,1,0.0,16.0,0.0,37072730,2009 end of year rugby tests,
51755,946942092,1.0896,0.0503,0.086,0.0707,0.076,31.35.148.113,948838151,140,40328.0,4424.0,0,9,1,0.0,238.0,0.0,2360567,Michael Essien,
48512,948615630,1.1368,0.0502,0.0861,0.0651,0.0696,181.99.4.252,948615748,1,144528.0,16261.0,0,0,1,0.0,16.0,0.0,864317,Sd.Kfz. 251,
49767,190600460,1.2325,0.0417,0.0833,0.4348,0.7143,Paine Ellsworth,653587543,0,131811.0,11735.0,0,21,1,0.0,0.0,0.0,5030866,Balls (Sparks album),
50601,520630252,1.1769,0.037000000000000005,0.0741,0.3846,0.5882,Cbbkr,520634890,0,51530.0,7087.0,0,24,0,0.0,0.0,0.0,1934527,Monomial matrix,
48536,545383940,1.1586,0.1489,0.1915,0.3333,0.4815,AvicBot,696924374,9,76582.0,7366.0,1,69,0,0.16666666666666666,10.0,0.0,1785401,Lowestoft railway station,
49031,656193260,1.1817,0.0179,0.0357,0.2727,0.3659,The Anome,656193576,34,437.0,49.0,0,255,1,0.0,11.0,0.0,37976,Belarusians,
50668,691393477,1.1217,0.1145,0.1736,0.1081,0.1211,Expandinglight5,801617520,7,2206.0,51.0,1,0,0,0.023809523809523808,68.0,0.0,21242497,Rebirth (Lil Wayne album),
49999,773582022,1.1161,0.0285,0.0896,0.0734,0.0792,Robby,805510980,14,1354.0,67.0,0,48,0,0.0,0.0,0.0,41736218,"Madras State legislative assembly election, 1952",
46668,848888347,1.1323,0.045,0.073,0.0602,0.064,KidAd,864563062,25,9538.0,1143.0,0,0,0,0.0,26.0,0.0,990321,Jeremiah Trotter,
46388,863228416,1.1225,0.2433,0.3605,0.045,0.0471,Akrasia25,903170308,72,13327.0,1782.0,0,181,0,0.0,19.0,0.0,2671946,Nicolas-Charles Bochsa,
49597,874244256,1.124,0.0598,0.0879,0.1081,0.1211,SirZPthundergod9001,878021687,9,17878.0,1620.0,0,58,0,0.0,9.0,0.0,25093792,David Headley,
48885,895260949,1.1351,0.0546,0.1489,0.1026,0.1143,BrownHairedGirl,921210746,3,6180.0,525.0,0,115,0,0.0,31.0,0.0,6517760,1003 Lilofee,
51049,903279969,1.0585,0.0274,0.0558,0.0564,0.0598,2601:281:CA80:1350:A10B:F89B:7A3C:E9B8,920928092,92,13902.0,1884.0,1,19,1,0.03508771929824561,9.0,0.0,3898518,Aqueduct,
65226,903279969,1.0585,0.0274,0.0558,0.0564,0.0598,2601:281:CA80:1350:A10B:F89B:7A3C:E9B8,920928092,92,13902.0,1884.0,1,19,1,0.03508771929824561,9.0,0.0,28313,SCSI,
50854,918075309,1.1426,0.0594,0.1751,0.1262,0.1444,KingSkyLord,949091114,64,18578.0,565.0,0,16,0,0.0,0.0,0.0,38153,Hydra 70,
51462,920184169,1.1231,0.0324,0.0756,0.0977,0.1083,Certes,935768161,20,9714.0,816.0,0,154,0,0.0,155.0,0.0,7446395,The Loop (CTA),
51048,920928092,1.0586,0.0272,0.0555,0.0563,0.0597,Reyk,922820706,335,13902.0,1884.0,0,15,0,0.0,11.0,0.0,3898518,Aqueduct,
65225,920928092,1.0586,0.0272,0.0555,0.0563,0.0597,Reyk,922820706,335,13902.0,1884.0,0,15,0,0.0,11.0,0.0,28313,SCSI,
50495,923789988,1.1296,0.06,0.0982,0.0964,0.1066,Dormskirk,931678021,62,8496.0,663.0,1,3,0,0.06666666666666668,16.0,0.0,111715,"Valmeyer, Illinois",
